Title	Year	Journal	Targeted organisms	Technical target	Methods	Topics
Complete Genome Sequence of vB_EcoP_SU7, a Podoviridae Coliphage with the Rare C3 Morphotype	2021	Microorganisms	Bacteria, Virus	Isolate, Functional analysis	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Identification of pathological transcription in autosomal dominant polycystic kidney disease epithelia	2021	Scientific Reports	Pathogen	Community (taxonomy) profiling	(Meta)genomics, (Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Manipulation of RNA polymerase III by Herpes Simplex Virus-1	2021	Nature Communications	Virus, Pathogen		(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Functional Polymorphisms in the p53 Pathway Genes on the Genetic Susceptibility to Zika Virus Teratogenesis	2021	Frontiers in Cellular and Infection Microbiology	Virus	Functional analysis		Health & Disease
Ganoderma lucidum promotes sleep through a gut microbiota-dependent and serotonin-involved pathway in mice	2021	Scientific Reports	Bacteria, Microbiome		Metabolomics	Health & Disease
Genomic Surveillance of SARS-CoV-2 Viruses Collected during the Ending Phase of the First Wave of the COVID-19 Pandemic in Bangladesh	2021	Microbiology Resource Announcements	Virus	Variant	(Meta)genomics	Health & Disease
New Insect Host Defense Peptides (HDP) From Dung Beetle (Coleoptera: Scarabaeidae) Transcriptomes	2021	Journal of Insect Science		Community (taxonomy) profiling, AMR	(Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Experimental and Genomic Evaluation of the Oestrogen Degrading Bacterium Rhodococcus equi ATCC13557	2021	Frontiers in Microbiology	Bacteria		(Meta)genomics, Metabolomics	Ecosystem Dynamics & Biodiversity
The management of the oral microbiom as an indicator of children’s oral health	2021	Medicine in Evolution	Bacteria, Virus, Archaea, Microbiome	Community (taxonomy) profiling		Health & Disease
Serine residues 726 and 780 have nonredundant roles regulating STAT5a activity in luminal breast cancer	2021	Scientific Reports	Pathogen	Functional analysis		Health & Disease
CrvA and CrvB form a curvature-inducing module sufficient to induce cell shape complexity in Gram-negative bacteria	2021	Nature microbiology	Bacteria	Functional analysis, MAGs		Health & Disease
Overcoming Data Bottlenecks in Genomic Pathogen Surveillance	2021	Clinical Infectious Diseases: An Official Publication of the Infectious Diseases Society of America	Pathogen	AMR	(Meta)genomics	Health & Disease
Antiviral nanoparticle ligands identified with datamining and high-throughput virtual screening	2021	RSC Advances	Virus	Interactome		Health & Disease
Rapid proliferation due to better metabolic adaptation results in full virulence of a filament-deficient Candida albicans strain	2021	Nature Communications	Virus, Pathogen			Ecosystem Dynamics & Biodiversity, Health & Disease
Social environment and genetics underlie body site‐specific microbiomes of Yellowstone National Park gray wolves (Canis lupus)	2021	Ecology and Evolution	Bacteria, Microbiome	Community (taxonomy) profiling, Functional analysis	Metabarcoding	Ecosystem Dynamics & Biodiversity, Health & Disease
Genome assembly and annotation of Photorhabdus heterorhabditis strain ETL reveals genetic features involved in pathogenicity with its associated entomopathogenic nematode and anti-host effectors with biocontrol potential applications.	2021	Gene	Pathogen	MAGs, Annotation	(Meta)genomics	Health & Disease
Spore Germination of the Obligate Biotroph Spongospora subterranea: Transcriptome Analysis Reveals Germination Associated Genes	2021	Frontiers in Microbiology	Pathogen	Functional analysis, AMR, MAGs	(Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Characterization and protective effects of lytic bacteriophage pAh6.2TG against a pathogenic multidrug-resistant Aeromonas hydrophila in Nile tilapia (Oreochromis niloticus).	2021	Transboundary and emerging diseases	Bacteria, Virus, Pathogen	Isolate, AMR	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Overexpression of human BAG3P209L in mice causes restrictive cardiomyopathy	2021	Nature Communications	Pathogen		(Meta)proteomics	Health & Disease
Prokaryotic, Fungal, and Unicellular Eukaryotic Core Communities Across Three Sympatric Marine Sponges From the Southwestern Atlantic Coast Are Dominated Largely by Deterministic Assemblage Processes	2021	Frontiers in Microbiology	Bacteria, Eukaryote, Microbiome	Community (taxonomy) profiling, Interactome, AMR, MAGs	Metabolomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Campylobacter phages use hypermutable polyG tracts to create phenotypic diversity and evade bacterial resistance.	2021	Cell reports	Bacteria, Virus	Community (taxonomy) profiling, AMR		Ecosystem Dynamics & Biodiversity
Metabarcoding of Soil Fungi from Different Urban Greenspaces Around Bournemouth in the UK	2021	Ecohealth	Microbiome	Community (taxonomy) profiling	Metabarcoding, (Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Cytomegalovirus subverts macrophage identity	2021	Cell	Virus			Ecosystem Dynamics & Biodiversity
Different Reactions in Each Enterotype Depending on the Intake of Probiotic Yogurt Powder	2021	Microorganisms	Bacteria, Microbiome	Community (taxonomy) profiling	Metabarcoding	Ecosystem Dynamics & Biodiversity, Health & Disease
(S)-Reutericyclin: Susceptibility Testing and In Vivo Effect on Murine Fecal Microbiome and Volatile Organic Compounds	2021	International Journal of Molecular Sciences	Bacteria, Microbiome	Community (taxonomy) profiling, AMR	Metabarcoding, (Meta)proteomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Basidiomycetes Are Particularly Sensitive to Bacterial Volatile Compounds: Mechanistic Insight Into the Case Study of Pseudomonas protegens Volatilome Against Heterobasidion abietinum	2021	Frontiers in Microbiology	Bacteria, Pathogen	AMR	(Meta)transcriptomics, (Meta)proteomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Effects of gut microbiota remodeling on the dysbiosis induced by high fat diet in a mouse model of Gulf war illness.	2021	Life sciences	Microbiome			Health & Disease
Genomic and immunogenic changes of Piscine novirhabdovirus (Viral Hemorrhagic Septicemia Virus) over its evolutionary history in the Laurentian Great Lakes	2021	PLoS ONE	Virus	Isolate, SNP	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Pseudomonas Strains Induce Transcriptional and Morphological Changes and Reduce Root Colonization of Verticillium spp.	2021	Frontiers in Microbiology	Bacteria, Pathogen	Isolate, Interactome	(Meta)transcriptomics, Metabolomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Screening for extremely rare pathogenic variants of monogenic diabetes using targeted panel sequencing	2021	Endocrine	Pathogen	Variant		Health & Disease
Prevalence of Antimicrobial Resistance and Characteristics of Escherichia coli Isolates From Fecal and Manure Pit Samples on Dairy Farms in the Province of Québec, Canada	2021	Frontiers in Veterinary Science		Isolate, AMR		Health & Disease
Side Effects of Pesticides and Metabolites in Groundwater: Impact on Denitrification	2021	Frontiers in Microbiology	Bacteria, Microbiome	Community (taxonomy) profiling	Metabarcoding, Metabolomics	Ecosystem Dynamics & Biodiversity
Reconstruction of ancient microbial genomes from the human gut	2021	Nature	Microbiome	Community (taxonomy) profiling, Functional analysis, AMR, MAGs	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
A surgical method for continuous intraportal infusion of gut microbial metabolites in mice	2021	JCI Insight	Pathogen		(Meta)transcriptomics, Metabolomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Eplerenone Improves Pulmonary Vascular Remodeling and Hypertension by Inhibition of the Mineralocorticoid Receptor in Endothelial Cells	2021	Hypertension	Virus	Isolate, Functional analysis		Ecosystem Dynamics & Biodiversity, Health & Disease
Widespread divergent transcription from bacterial and archaeal promoters is a consequence of DNA sequence symmetry	2021	Nature microbiology	Bacteria, Archaea, Eukaryote		(Meta)genomics	
Within-host evolution of SARS-CoV-2 in an immunosuppressed COVID-19 patient as a source of immune escape variants	2021	Nature Communications	Virus	Isolate, Variant	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Community composition and functional prediction of prokaryotes associated with sympatric sponge species of southwestern Atlantic coast	2021	Scientific Reports	Bacteria, Archaea, Microbiome	Community (taxonomy) profiling, Functional analysis, MAGs	Metabolomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Epidemiologic case investigation on the zoonotic transmission of Staphylococcus aureus infection from goat to veterinarians	2021	Zoonoses and Public Health	Bacteria	Isolate, Community (taxonomy) profiling, Comparative analysis	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Inhibiting LSD1 suppresses coronavirus-induced inflammation but spares innate antiviral activity	2021	bioRxiv	Virus			Ecosystem Dynamics & Biodiversity, Health & Disease
An enrichment method for capturing mumps virus whole genome sequences directly from clinical specimens.	2021	Journal of virological methods	Virus		(Meta)genomics	Health & Disease
Complete Genome Sequence of a SARS-CoV-2 Strain Sampled in Morocco in May 2020, Obtained Using Sanger Sequencing	2021	Microbiology Resource Announcements	Virus	Isolate	(Meta)genomics	Health & Disease
Whole-Genome Sequencing and Annotation of 10 Endophytic and Epiphytic Bacteria Isolated from Lolium arundinaceum	2021	Microbiology Resource Announcements	Bacteria	Isolate, Annotation	(Meta)genomics	Ecosystem Dynamics & Biodiversity
Massilia horti sp. nov. and Noviherbaspirillum arenae sp. nov., two novel soil bacteria of the Oxalobacteraceae.	2021	International journal of systematic and evolutionary microbiology	Bacteria, Microbiome	Isolate, Community (taxonomy) profiling	Metabarcoding, (Meta)genomics	Ecosystem Dynamics & Biodiversity
Comparing Expression of OAS-RNaseL Pathway-Related Genes in SARS-CoV-2 and Similar Viruses	2021	bioRxiv	Virus, Pathogen		(Meta)transcriptomics	Health & Disease
Forward and reverse genetic dissection of morphogenesis identifies filament-competent Candida auris strains	2021	Nature Communications	Bacteria, Pathogen	Isolate	(Meta)genomics	Health & Disease
Identification of Differentially Expressed Human Endogenous Retrovirus Families in Human Leukemia and Lymphoma Cell Lines and Stem Cells	2021	Frontiers in Oncology	Virus		(Meta)genomics, Metagenomics	Health & Disease
Carriage of two carbapenem-resistance genes in Pseudomonas aeruginosa isolated from hospital-acquired infections in children from Costa Rica: the importance of local epidemiology	2021	Antimicrobial Resistance and Infection Control	Bacteria, Pathogen	Isolate, AMR	(Meta)genomics	Health & Disease
Dietary habits and the gut microbiota in military Veterans: results from the United States-Veteran Microbiome Project (US-VMP)	2021	Gut Microbiome	Bacteria, Microbiome	Community (taxonomy) profiling	Metabarcoding	Ecosystem Dynamics & Biodiversity, Health & Disease
A Peek into the Plasmidome of Global Sewage	2021	mSystems	Bacteria, Virus, Microbiome	Community (taxonomy) profiling, Functional analysis, AMR	(Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Fibromyalgia-Associated Hyperalgesia and Psychopathological Alterations are Unrelated to Gut Microbiome Diversity	2021		Microbiome	Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity
Complementary Contribution of Fungi and Bacteria to Lignocellulose Digestion in the Food Stored by a Neotropical Higher Termite	2021		Bacteria, Microbiome	Functional analysis	(Meta)genomics, Metagenomics, (Meta)transcriptomics, Metatranscriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Microbiomes in supragingival biofilms and saliva of adolescents with gingivitis and gingival health.	2021	Oral diseases	Bacteria, Microbiome	Community (taxonomy) profiling	Metabarcoding, (Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Functional and mechanistic insights into the differential effect of the toxicant 'Se(IV)' in the cyanobacterium Anabaena PCC 7120.	2021	Aquatic toxicology	Bacteria	Functional analysis		Ecosystem Dynamics & Biodiversity, Health & Disease
Genomic Analysis and Lineage Identification of SARS-CoV-2 Strains in Migrants Accessing Europe Through the Libyan Route	2021	Frontiers in Public Health	Virus	Isolate, Variant	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Methane production and active microbial communities during anaerobic digestion of three commercial biodegradable coffee capsules under mesophilic and thermophilic conditions.	2021	The Science of the total environment	Microbiome	Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity
Suppression of Escherichia coli Growth Dynamics via RNAs Secreted by Competing Bacteria	2021	Frontiers in Molecular Biosciences	Bacteria, Eukaryote		(Meta)genomics	
Changes in Bacterial and Fungal Soil Communities in Long-Term Organic Cropping Systems	2021	Agriculture	Bacteria, Microbiome, Pathogen	Community (taxonomy) profiling, Functional analysis		Ecosystem Dynamics & Biodiversity, Health & Disease
Reactivation of the Hedgehog pathway in esophageal progenitors turns on an embryonic-like program to initiate columnar metaplasia.	2021	Cell stem cell	Virus			
A cross-sectional study on gut microbiota in prostate cancer patients with prostatectomy or androgen deprivation therapy	2021	Prostate Cancer and Prostatic Diseases	Microbiome			Health & Disease
Heavy Metals in Soils and the Remediation Potential of Bacteria Associated With the Plant Microbiome	2021		Bacteria, Microbiome	AMR		Ecosystem Dynamics & Biodiversity, Health & Disease
Isolation and characterization of a novel bacteriophage, Kapi1, capable of O-antigen modification in commensal Escherichia coli	2021	bioRxiv	Bacteria, Virus, Microbiome	Isolate, Community (taxonomy) profiling, Interactome, AMR, Annotation	(Meta)genomics	Health & Disease
COVID-19: insights into virus–receptor interactions	2021	Molecular Biomedicine	Virus	Interactome		Health & Disease
Pangenome analyses of LuxS-coding genes and enzymatic repertoires in cocoa-related lactic acid bacteria.	2021	Genomics	Bacteria		(Meta)genomics	
Characterization of the virome associated with Haemagogus mosquitoes in Trinidad, West Indies	2021	Scientific Reports	Virus	Interactome	(Meta)transcriptomics, Metatranscriptomics	
