Title	Year	Journal
Emergence of a Novel Lineage and Wide Spread of a blaCTX-M-15/IncHI2/ST1 Plasmid among Nosocomial Enterobacter in Guadeloupe	2022	Antibiotics
An Expanded Interplay Network between NF-κB p65 (RelA) and E2F1 Transcription Factors: Roles in Physiology and Pathology	2022	Cancers
Maternal gut microbiota mediate intergenerational effects of high-fat diet on descendant social behavior.	2022	Cell reports
The rate and role of pseudogenes of the Mycobacterium tuberculosis complex	2022	Microbial Genomics
Dehydration Alters Transcript Levels in the Mosquito Midgut, Likely Facilitating Rapid Rehydration following a Bloodmeal	2022	Insects
NLP-based classification of software tools for metagenomics sequencing data analysis into EDAM semantic annotation	2022	
A coordinated transcriptional switching network mediates antigenic variation of human malaria parasites	2022	eLife
Forward genetic screening identifies novel roles for N-terminal acetyltransferase C and histone deacetylase in C. elegans development	2022	Scientific Reports
Time-resolved single-cell RNA-seq using metabolic RNA labelling	2022	Nature Reviews Methods Primers
Human thymoma-associated mutation of the GTF2I transcription factor impairs thymic epithelial progenitor differentiation in mice	2022	Communications Biology
Novel GATA1 Variant Causing a Bleeding Phenotype Associated with Combined Platelet α-/δ-Storage Pool Deficiency and Mild Dyserythropoiesis Modified by a SLC4A1 Variant	2022	Cells
Atheroprone fluid shear stress-regulated ALK1-Endoglin-SMAD signaling originates from early endosomes	2022	BMC Biology
The 2022 Monkeypox outbreak: How the medicinal chemistry could help us?	2022	Bioorganic & Medicinal Chemistry
CTCF and R-loops are boundaries of cohesin-mediated DNA looping	2022	bioRxiv
Listeria monocytogenes Infection Alters the Content and Function of Extracellular Vesicles Produced by Trophoblast Stem Cells	2022	Infection and Immunity
Modelling clinical DNA fragmentation in the development of universal PCR-based assays for bisulfite-converted, formalin-fixed and cell-free DNA sample analysis	2022	Scientific Reports
Confirmation of fifth Candida auris clade by whole genome sequencing	2022	Emerging Microbes & Infections
Mitochondria dysregulation contributes to secondary neurodegeneration progression post-contusion injury in human 3D in vitro triculture brain tissue model	2022	Cell Death & Disease
Epigenomic and somatic mutations of pituitary tumors with clinical and pathological correlations in 111 patients	2022	Clinical Endocrinology
First insight into oral microbiome diversity in Papua New Guineans reveals a specific regional signature	2022	Molecular Ecology
Fibromyalgia-associated hyperalgesia is related to psychopathological alterations but not to gut microbiome changes	2022	PLoS ONE
Chasing Consistency: An Update of the TCP Gene Family of Malus × Domestica	2022	Genes
Timing of Blood Sample Processing Affects the Transcriptomic and Epigenomic Profiles in CD4+ T-cells of Atopic Subjects	2022	Cells
Systematic analysis uncovers SYK dependency in NF1LoF melanoma cells	2022	bioRxiv
The regulon of Brucella abortus two-component system BvrR/BvrS reveals the coordination of metabolic pathways required for intracellular life	2022	PLoS ONE
A rapid turnaround gene panel for severe autoinflammation: Genetic results within 48 hours	2022	Frontiers in Immunology
Mycobacterium Time-Series Genome Analysis Identifies AAC2′ as a Potential Drug Target with Naloxone Showing Potential Bait Drug Synergism	2022	Molecules
Ancient multiplicity in cyclic nucleotide-gated (CNG) cation channel repertoire was reduced in the ancestor of Olfactores before re-expansion by whole genome duplications in vertebrates	2022	PLOS ONE
Lactococcus lactis engineered to deliver hCAP18 cDNA alleviates DNBS-induced colitis in C57BL/6 mice by promoting IL17A and IL10 cytokine expression	2022	Scientific Reports
The ClpX protease is essential for removing the CI master repressor and completing prophage induction in Staphylococcus aureus	2022	bioRxiv
Molecular and behavioral studies reveal differences in olfaction between winter and summer morphs of Drosophila suzukii	2022	PeerJ
An Evolutionary Framework of Acanthaceae Based on Transcriptomes and Genome Skims	2022	Systematic Botany
The moss-specific transcription factor PpERF24 positively modulates immunity against fungal pathogens in Physcomitrium patens	2022	Frontiers in Plant Science
Max is likely not at the Drosophila histone locus	2022	bioRxiv
Trypanosoma brucei histones are heavily modified with combinatorial post-translational modifications and mark Pol II transcription start regions with hyperacetylated H2A	2022	Nucleic Acids Research
Functional genomics uncovers the transcription factor BNC2 as required for myofibroblastic activation in fibrosis	2022	Nature Communications
Redox-Mediated Inactivation of the Transcriptional Repressor RcrR is Responsible for Uropathogenic Escherichia coli’s Increased Resistance to Reactive Chlorine Species	2022	mBio
Oncogenic YAP mediates changes in chromatin accessibility and activity that drive cell cycle gene expression and cell migration	2022	Nucleic Acids Research
Design of Species-Specific PCR Primers That Target the aac(6′)-Ii Gene for the Rapid Detection of Enterococcus faecium	2022	Bacteria
Suppression of trinucleotide repeat expansion in spermatogenic cells in Huntington’s disease	2022	Journal of Assisted Reproduction and Genetics
Mitochondrial cytochrome c oxidase subunit I (COI) metabarcoding of Foraminifera communities using taxon-specific primers	2022	PeerJ
Foliar application of seaweed extracts influences the phytomicrobiome dynamics in tomato and sweet pepper plants	2022	Journal of Applied Phycology
Reproducible Cross-border High Performance Computing for Scientific Portals	2022	2022 IEEE 18th International Conference on e-Science (e-Science)
Metagenomes of rectal swabs in larger, advanced stage cervical cancers have enhanced mucus degrading functionalities and distinct taxonomic structure	2022	BMC Cancer
Senescent cells enhance newt limb regeneration by promoting muscle dedifferentiation	2022	Aging Cell
Mutations in BCOR, a co-repressor of CRX/OTX2, are associated with early-onset retinal degeneration	2022	Science Advances
Insights into the Mechanism of Pre-mRNA Splicing of Tiny Introns from the Genome of a Giant Ciliate Stentor coeruleus	2022	International Journal of Molecular Sciences
Primary and metastatic tumors exhibit systems-level differences in dependence on mitochondrial respiratory function	2022	PLoS Biology
RNA Polymerase II “Pause” Prepares Promoters for Upcoming Transcription during Drosophila Development	2022	International Journal of Molecular Sciences
MicroRNA-148a controls epidermal and hair follicle stem/progenitor cells by modulating the activities of Rock1 and Elf5.	2022	The Journal of investigative dermatology
Year-Long Microbial Succession on Microplastics in Wastewater: Chaotic Dynamics Outweigh Preferential Growth	2022	Microorganisms
An extended catalogue of ncRNAs in Streptomyces coelicolor reporting abundant tmRNA, RNase-P RNA and RNA fragments derived from pre-ribosomal RNA leader sequences	2022	Archives of Microbiology
Analysis of public domain plant transcriptomes expands the phylogenetic diversity of the family Secoviridae	2022	Virus Genes
The BioExcel methodology for developing dynamic, scalable, reliable and portable computational biomolecular workflows	2022	2022 IEEE 18th International Conference on e-Science (e-Science)
First detection of a colistin-resistant Klebsiella aerogenes isolate from a critically ill patient with septic shock in Bulgaria.	2022	Acta microbiologica et immunologica Hungarica
Invariant surface glycoprotein 65 of Trypanosoma brucei is a complement C3 receptor	2022	Nature Communications
Sequential And Directional Insulation By Conserved CTCF Sites Underlies The Hox Timer In Pseudo-Embryos	2022	bioRxiv
Ion Mobility for Unknown Metabolite Identification: Hope or Hype?	2022	bioRxiv
Microplastics in soil induce a new microbial habitat, with consequences for bulk soil microbiomes	2022	
COL17A1 editing via homology-directed repair in junctional epidermolysis bullosa	2022	Frontiers in Medicine
Microbial mechanism of zinc fertilizer input on rice grain yield and zinc content of polished rice	2022	Frontiers in Plant Science
Structural disruption of BAF chromatin remodeller impairs neuroblastoma metastasis by reverting an invasiveness epigenomic program	2022	Molecular Cancer
Influence of Genetic West African Ancestry on Metabolomics among Hypertensive Patients	2022	Metabolites
Redistribution of the SWI/SNF Complex Dictates Coordinated Transcriptional Control over Epithelial–Mesenchymal Transition of Normal Breast Cells through TGF-β Signaling	2022	Cells
Regnase-1 Prevents Pulmonary Arterial Hypertension Through mRNA Degradation of Interleukin-6 and Platelet-Derived Growth Factor in Alveolar Macrophages	2022	Circulation
The Image Data Explorer: Interactive exploration of image-derived data	2022	PLoS ONE
Transcriptome changes in DM1 patients’ tissues are governed by the RNA interference pathway	2022	Frontiers in Molecular Biosciences
Hormetic effect of 17α-ethynylestradiol on activated sludge microbial community response	2022	Frontiers in Microbiology
Drug-induced tumor-specific cytotoxicity in a whole tissue ex vivo model of human pancreatic ductal adenocarcinoma	2022	Frontiers in Oncology
Evidence of Viral Communities in Three Species of Bats from Rural Environment in Mexico	2022	Acta Chiropterologica
Nitrosomonas supralitoralis sp. nov., an ammonia-oxidizing bacterium from beach sand in a supralittoral zone	2022	Archives of Microbiology
Oral antibiotics perturbation on gut microbiota after prostate biopsy	2022	Frontiers in Cellular and Infection Microbiology
First genomic insights into the Mandevilla genus	2022	Frontiers in Plant Science
Hidden dissemination of carbapenem-susceptible OXA-48-producing Proteus mirabilis.	2022	The Journal of antimicrobial chemotherapy
Freshwater macrophytes harbor viruses representing all five major phyla of the RNA viral kingdom Orthornavirae	2022	PeerJ
Multi-omics analysis of naïve B cells of patients harboring the C104R mutation in TACI	2022	Frontiers in Immunology
The small RNA landscape is stable with age and resistant to loss of dFOXO signaling in Drosophila	2022	PLOS ONE
Using the multi-omics approach to reveal the silk composition in Plectrocnemia conspersa	2022	Frontiers in Molecular Biosciences
Distinct GmASMTs are involved in regulating transcription factors and signalling cross-talk across embryo development, biotic, and abiotic stress in soybean	2022	Frontiers in Plant Science
