Galaxy wrapper id	https://usegalaxy.eu usage	Galaxy tool ids	Description	bio.tool id	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper version	Conda id	Conda version	https://usegalaxy.org	https://usegalaxy.org.au	https://usegalaxy.eu
pathview	565	pathview	Pathview is a tool set for pathway based data integration and visualization.	pathview	pathview	Tool set for pathway based data integration and visualization that maps and renders a wide variety of biological data on relevant pathway graphs. It downloads the pathway graph data, parses the data file, maps user data to the pathway, and render pathway graph with the mapped data. In addition, it integrates with pathway and gene set (enrichment) analysis tools for large-scale and fully automated analysis.	Pathway or network analysis, Pathway or network visualisation	Molecular interactions, pathways and networks, Systems biology, Data visualisation	To update	https://bioconductor.org/packages/release/bioc/html/pathview.html	Statistics, RNA, Micro-array Analysis	pathview	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pathview	1.34.0	bioconductor-pathview	1.42.0	(1/1)	(1/1)	(1/1)
pe_histogram	312	pe_histogram	Contains a tool that produces an insert size histogram for a paired-end BAM file.						To update	https://github.com/seqcode/cegr-tools/tree/master/src/org/seqcode/cegrtools/pehistogram	Graphics	pe_histogram	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pe_histogram	1.0.1	openjdk		(1/1)	(1/1)	(1/1)
pharokka	74	pharokka	rapid standardised annotation tool for bacteriophage genomes and metagenomes	"
                pharokka
            "					To update	https://github.com/gbouras13/pharokka	Genome annotation	pharokka	iuc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/pharokka	1.3.2	"
                pharokka
            "		(0/1)	(1/1)	(1/1)
phyml	104	phyml	PhyML is a phylogeny software based on the maximum-likelihood principle.	phyml	PhyML	Phylogenetic estimation software using Maximum Likelihood	Phylogenetic tree generation (maximum likelihood and Bayesian methods)	Phylogenetics, Bioinformatics, Phylogenetics	Up-to-date	http://www.atgc-montpellier.fr/phyml/	Phylogenetics	phyml	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/phyml	3.3.20220408	phyml	3.3.20220408	(0/1)	(1/1)	(1/1)
pick_value	2	pick_value	Compose a text parameter value using text, integer and float values						To update		Text Manipulation	pick_value	iuc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/pick_value	0.2.0			(1/1)	(0/1)	(1/1)
pilon	467	pilon	pilon is a tool for assembly improvement and variant analysis in bacteria	pilon	pilon	Read alignment analysis to diagnose, report, and automatically improve de novo genome assemblies.	Sequence assembly, Analysis, Read alignment	Assembly	To update		Variant Analysis	pilon	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pilon	1.20.1	pilon	1.24	(1/1)	(1/1)	(1/1)
pipelign	83	pipelign	Multipe sequence alignment						Up-to-date	https://github.com/asmmhossain/pipelign/	Next Gen Mappers	pipelign	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pipelign	0.2	pipelign	0.2	(1/1)	(0/1)	(1/1)
pizzly	16	pizzly	Pizzly is a program for detecting gene fusions from RNA-Seq data of cancer samples.						To update	https://github.com/pmelsted/pizzly/	Transcriptomics		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pizzly/	0.37.3.1	pizzly	0.37.3	(1/1)	(0/1)	(1/1)
plasmidfinder	8	plasmidfinder	"""PlasmidFinder provides the detection of replicons in the WGSand assigns the plasmids under study to lineages that trace backthe information to the existing knowledge on Inc groups and suggestspossible reference plasmids for each lineage"""	PlasmidFinder	PlasmidFinder	PlasmidFinder is a tool for the identification and typing of Plasmid Replicons in Whole-Genome Sequencing (WGS).	Genome assembly, Scaffolding, Multilocus sequence typing	Whole genome sequencing, Sequence assembly, Mapping, Probes and primers	Up-to-date	https://bitbucket.org/genomicepidemiology/plasmidfinder/src/master/	Sequence Analysis	plasmidfinder	iuc	https://github.com/galaxyproject/tools-iuc/blob/master/tools/plasmidfinder	2.1.6	plasmidfinder	2.1.6	(0/1)	(0/1)	(1/1)
plink	46	plink	PLINK is a free, open-source whole genome association analysis toolset, designed to perform a range of basic, large-scale analyses in a computationally efficient manner.	plink	PLINK	Free, open-source whole genome association analysis toolset, designed to perform a range of basic, large-scale analyses in a computationally efficient manner.	Genetic variation analysis	GWAS study	Up-to-date	https://www.cog-genomics.org/plink	Genome-Wide Association Study	plink	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/plink	1.90b6.21	plink	1.90b6.21	(0/1)	(0/1)	(1/1)
polypolish	24	polypolish	"""Polypolish is a tool for polishing genome assemblies with short reads.Polypolish uses SAM files where each read has been aligned to all possible locations (not just a single best location).This allows it to repair errors in repeat regions that other alignment-based polishers cannot fix."""	Polypolish	Polypolish	Polypolish is a tool for polishing genome assemblies with short reads. Unlike other tools in this category, Polypolish uses SAM files where each read has been aligned to all possible locations (not just a single best location). This allows it to repair errors in repeat regions that other alignment-based polishers cannot fix.	Genome assembly, Read mapping, Mapping assembly, Sequencing error detection	Sequence assembly, Sequence composition, complexity and repeats, Mapping	To update	https://github.com/rrwick/Polypolish	Sequence Analysis	polypolish	iuc	https://github.com/mesocentre-clermont-auvergne/galaxy-tools/tree/master/tools/polypolish	0.5.0	polypolish	0.6.0	(0/1)	(0/1)	(1/1)
porechop	1046	porechop	Porechop - Finding and removing adapters from Oxford Nanopore reads						To update	https://github.com/rrwick/Porechop	Fasta Manipulation, Fastq Manipulation	porechop	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/porechop		porechop	0.2.4	(1/1)	(1/1)	(1/1)
prinseq	70	prinseq	PRINSEQ is a tool for easy and rapid quality control and data processing of metagenomic and metatranscriptomic datasets	prinseq	PRINSEQ	PRINSEQ is a sequence processing tool that can be used to filter, reformat and trim genomic and metagenomic sequence data. It generates summary statistics of the input in graphical and tabular formats that can be used for quality control steps. PRINSEQ is available as both standalone and web-based versions.	Read pre-processing, Sequence trimming, Sequence contamination filtering	Transcriptomics, Metagenomics, Genomics	To update	http://prinseq.sourceforge.net/manual.html	Fastq Manipulation, Metagenomics	prinseq	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/prinseq/	@TOOL_VERSION+galaxy2	prinseq	0.20.4	(1/1)	(0/1)	(1/1)
progressivemauve	249	progressivemauve, xmfa2gff3	Mauve/ProgressiveMauve Multiple Sequence Aligner						To update		Sequence Analysis	progressivemauve	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/progressivemauve		progressivemauve	snapshot_2015_02_13	(2/2)	(0/2)	(2/2)
prokka	3233	prokka	Rapid annotation of prokaryotic genomes	prokka	Prokka	Software tool to annotate bacterial, archaeal and viral genomes quickly and produce standards-compliant output files.	Gene prediction, Coding region prediction, Genome annotation	Genomics, Model organisms, Virology	Up-to-date	http://github.com/tseemann/prokka	Sequence Analysis	prokka	crs4	https://github.com/galaxyproject/tools-iuc/tree/master/tools/prokka/	1.14.6	prokka	1.14.6	(1/1)	(1/1)	(1/1)
proteinortho	125	proteinortho, proteinortho_grab_proteins, proteinortho_summary	Proteinortho is a tool to detect orthologous proteins/genes within different species.	proteinortho	Proteinortho	Proteinortho is a tool to detect orthologous genes within different species	Homology-based gene prediction	Phylogeny	To update	https://gitlab.com/paulklemm_PHD/proteinortho	Proteomics	proteinortho	iuc	https://gitlab.com/paulklemm_PHD/proteinortho	6.2.3	proteinortho	6.3.1	(0/3)	(0/3)	(3/3)
psiclass	1	psiclass	PsiCLASS is a reference-based transcriptome assembler for single or multiple RNA-seq samples.	psiclass					Up-to-date	https://github.com/splicebox/PsiCLASS	Transcriptomics	psiclass	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/psiclass	1.0.3	psiclass	1.0.3	(0/1)	(0/1)	(1/1)
pureclip	36	pureclip	PureCLIP is an HMM based peak caller specifically designed for eCLIP/iCLIP data						To update	https://github.com/skrakau/PureCLIP	Sequence Analysis, RNA, CLIP-seq	pureclip	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pureclip	1.0.4	pureclip	1.3.1	(0/1)	(0/1)	(1/1)
purge_dups	167	purge_dups	Purge haplotigs and overlaps in an assembly based on read depth	purge_dups	purge_dups	Identifying and removing haplotypic duplication in primary genome assemblies | haplotypic duplication identification tool | scripts/pd_config.py: script to generate a configuration file used by run_purge_dups.py | purge haplotigs and overlaps in an assembly based on read depth | Given a primary assembly pri_asm and an alternative assembly hap_asm (optional, if you have one), follow the steps shown below to build your own purge_dups pipeline, steps with same number can be run simultaneously. Among all the steps, although step 4 is optional, we highly recommend our users to do so, because assemblers may produce overrepresented seqeuences. In such a case, The final step 4 can be applied to remove those seqeuences	Genome assembly, Read binning, Scaffolding	Sequence assembly	Up-to-date	https://github.com/dfguan/purge_dups	Assembly	purge_dups	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/purge_dups	1.2.6	purge_dups	1.2.6	(1/1)	(1/1)	(1/1)
pycoqc	350	pycoqc	QC metrics for ONT Basecalling						Up-to-date	https://github.com/tleonardi/pycoQC	Nanopore	pycoqc	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pycoqc	2.5.2	pycoqc	2.5.2	(1/1)	(1/1)	(1/1)
pyega3	38	pyega3	EGA python client uses the EGA REST API to download authorized datasets and files.						To update	https://github.com/EGA-archive/ega-download-client	Data Source	ega_download_client	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pyega3	5.0.2	pyega3	5.1.0	(1/1)	(0/1)	(1/1)
quast	3567	quast	Quast (Quality ASsessment Tool) evaluates genome assemblies.	quast	QUAST	QUAST stands for QUality ASsessment Tool.  It evaluates a quality of genome assemblies by computing various metrics and providing nice reports.	Visualisation, Sequence assembly validation	Sequence assembly	Up-to-date	http://quast.bioinf.spbau.ru/	Assembly	quast	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/quast	5.2.0	quast	5.2.0	(1/1)	(1/1)	(1/1)
query_tabular	168	filter_tabular, query_tabular, sqlite_to_tabular	Loads tabular files into a SQLite DB to perform a SQL query producing a tabular output						To update		Text Manipulation		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/query_tabular	3.3.0	python		(3/3)	(3/3)	(3/3)
ragtag	237	ragtag	Reference-guided scaffolding of draft genomes tool.	ragtag	ragtag	RagTag is a collection of software tools for scaffolding and improving modern genome assemblies.	Genome assembly	Sequence assembly	Up-to-date	https://github.com/malonge/RagTag	Assembly	ragtag	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ragtag	2.1.0	ragtag	2.1.0	(0/1)	(0/1)	(1/1)
rapidnj	14	rapidnj	Galaxy wrapper for the RapidNJ tool	rapidnj	RapidNJ	A tool for fast canonical neighbor-joining tree construction.	Phylogenetic tree generation	Phylogeny	Up-to-date	https://birc.au.dk/software/rapidnj/	Phylogenetics	rapidnj	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/rapidnj	2.3.2	rapidnj	2.3.2	(1/1)	(0/1)	(1/1)
raven	262	raven	Raven is a de novo genome assembler for long uncorrected reads.						To update	https://github.com/lbcb-sci/raven	Assembly		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/raven	1.8.0	raven-assembler	1.8.3	(0/1)	(1/1)	(1/1)
raxml	383	raxml	RAxML - A Maximum Likelihood based phylogenetic inference	raxml	RAxML	A tool for Phylogenetic Analysis and Post-Analysis of Large Phylogenies.	Sequence analysis, Phylogenetic tree analysis	Phylogenetics, Sequence analysis	To update	http://www.exelixis-lab.org/web/software/raxml/	Phylogenetics	raxml	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/raxml	8.2.12	raxml	8.2.13	(1/1)	(1/1)	(1/1)
rcorrector	30	rcorrector	Rcorrector (RNA-seq error CORRECTOR) is a kmer-based error correction method for RNA-seq data.	rcorrector	Rcorrector	This is a kmer-based error correction method for RNA-seq data. It can also be applied to other types of sequencing data where the read coverage is non-uniform, such as single-cell sequencing.	Sequencing error detection	RNA, RNA-Seq, Sequencing	To update	https://github.com/mourisl/Rcorrector	Fastq Manipulation	rcorrector	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/rcorrector	1.0.3+galaxy1	rcorrector	1.0.6	(0/1)	(0/1)	(1/1)
read_it_and_keep	71	read_it_and_keep	Rapid decontamination of SARS-CoV-2 sequencing reads						To update	https://github.com/GenomePathogenAnalysisService/read-it-and-keep	Sequence Analysis	read_it_and_keep	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/read-it-and-keep	0.2.2	read-it-and-keep	0.3.0	(1/1)	(0/1)	(1/1)
recentrifuge	48	recentrifuge	"""With Recentrifuge, researchers can analyze results from taxonomic classifiers using interactive charts with emphasis on the confidence level of the classifications.In addition to contamination-subtracted samples.Recentrifuge provides shared and exclusive taxa per sample,thus enabling robust contamination removal and comparative analysis in environmental and clinical metagenomics."""	Recentrifuge	Recentrifuge	Robust comparative analysis and contamination removal for metagenomics.	Taxonomic classification, Expression analysis, Cross-assembly	Metagenomics, Microbial ecology, Metagenomic sequencing	To update	https://github.com/khyox/recentrifuge	Metagenomics	recentrifuge	iuc	https://github.com/galaxyproject/tools-iuc/blob/master/tools/recentrifuge	1.12.1	recentrifuge	1.13.2	(0/1)	(0/1)	(1/1)
red	88	red	Red (REpeat Detector)						Up-to-date	https://github.com/BioinformaticsToolsmith/Red	Sequence Analysis	red	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/red	2018.09.10	red	2018.09.10	(1/1)	(1/1)	(1/1)
repeatmodeler	217	repeatmodeler	RepeatModeler - Model repetitive DNA						To update	https://www.repeatmasker.org/RepeatModeler/	Genome annotation	repeatmodeler	csbl	https://github.com/galaxyproject/tools-iuc/tree/master/tools/repeatmodeler	2.0.5			(1/1)	(1/1)	(1/1)
resize_coordinate_window	5	resize_coordinate_window	Contains a tool that modifies the start and stop coordinates of GFF data, expanding the coordinate windowby a specified size.						To update		Genomic Interval Operations	resize_coordinate_window	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/resize_coordinate_window	1.0.2	python		(1/1)	(0/1)	(1/1)
rgcca	3	rgcca	multi-block analysis						To update	https://github.com/rgcca-factory/RGCCA	Statistics	rgcca	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/rgcca	3.0.2	rgccacmd	3.0.3	(1/1)	(0/1)	(1/1)
roary	656	roary	Roary the pangenome pipeline	roary	Roary	A high speed stand alone pan genome pipeline, which takes annotated assemblies in GFF3 format (produced by Prokka (Seemann, 2014)) and calculates the pan genome.	Genome assembly	DNA, Genomics, Mapping	Up-to-date	https://sanger-pathogens.github.io/Roary/	Sequence Analysis	roary	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/roary	3.13.0	roary	3.13.0	(1/1)	(1/1)	(1/1)
ruvseq	76	ruvseq	Remove Unwanted Variation from RNA-Seq Data	ruvseq	RUVSeq	This package implements the remove unwanted variation (RUV) methods for the normalization of RNA-Seq read counts between samples.	Differential gene expression analysis	Gene expression, RNA-seq	To update	https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html	Transcriptomics, RNA, Statistics	ruvseq	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ruvseq	1.26.0	bioconductor-ruvseq	1.36.0	(1/1)	(0/1)	(1/1)
sarscov2formatter	7	sarscov2formatter	sarscov2formatter custom script						Up-to-date	https://github.com/nickeener/sarscov2formatter	Sequence Analysis	sarscov2formatter	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/sarscov2formatter	1.0	sarscov2formatter	1.0	(1/1)	(0/1)	(1/1)
